UNIQUE KEY,DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
3405134,03/14/2016,2:00,,,,,,PULASKI BRIDGE,EAGLE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,OTHER,,,
3405070,03/14/2016,2:40,,,,,,,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,PASSENGER VEHICLE,OTHER,,,
3405169,03/14/2016,3:27,QUEENS,11372.0,40.7477341,-73.8829986,"(40.7477341, -73.8829986)",ROOSEVELT AVENUE,83 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,OTHER,,,,
3405059,03/14/2016,0:45,MANHATTAN,10035.0,40.8082795,-73.9387929,"(40.8082795, -73.9387929)",EAST 129 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3405165,03/13/2016,22:00,QUEENS,11364.0,40.7405835,-73.7590358,"(40.7405835, -73.7590358)",,,215-08 73 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404771,03/13/2016,14:50,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3405060,03/13/2016,22:05,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3405144,03/13/2016,22:10,,,,,,,,PARKING LOT OF 79-15 MAIN STREET,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404950,03/13/2016,22:18,QUEENS,11434.0,40.6723848,-73.7857391,"(40.6723848, -73.7857391)",BAISLEY BOULEVARD,ROCKAWAY BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3405072,03/13/2016,22:50,,,,,,EAST GUN HILL ROAD,KINGSLAND AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,Unspecified,,,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3405121,03/13/2016,23:00,BROOKLYN,11206.0,40.7066527,-73.9504063,"(40.7066527, -73.9504063)",UNION AVENUE,MONTROSE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3405077,03/13/2016,23:00,,,,,,BAY PARKWAY,SHORE PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,VAN,,,
3404597,03/13/2016,14:45,MANHATTAN,10023.0,40.7754866,-73.9821639,"(40.7754866, -73.9821639)",WEST 68 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,SPORT UTILITY / STATION WAGON,TAXI,,,
3404580,03/13/2016,23:05,MANHATTAN,10022.0,40.7589756,-73.9645027,"(40.7589756, -73.9645027)",EAST 57 STREET,QUEENSBORO BRIDGE APPROACH,,0,0,0,0,0,0,0,0,Other Vehicular,Prescription Medication,,,,PASSENGER VEHICLE,TAXI,,,
3405137,03/13/2016,23:15,,,40.7021175,-73.8669344,"(40.7021175, -73.8669344)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
3405136,03/13/2016,23:15,,,40.702668100000004,-73.86514809999998,"(40.7026681, -73.8651481)",,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,,,,,PASSENGER VEHICLE,,,,
3404594,03/13/2016,14:43,MANHATTAN,10128.0,40.78324779999999,-73.9447234,"(40.7832478, -73.9447234)",EAST 96 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,TAXI,TAXI,,,
3405122,03/13/2016,23:39,BROOKLYN,11211.0,40.71076,-73.9531302,"(40.71076, -73.9531302)",BORINQUEN PLACE,SOUTH 1 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
3405124,03/13/2016,23:55,BROOKLYN,11237.0,40.7065136,-73.9308936,"(40.7065136, -73.9308936)",HARRISON PLACE,KNICKERBOCKER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,UNKNOWN,PASSENGER VEHICLE,PICK-UP TRUCK,,
3404607,03/13/2016,2:10,MANHATTAN,10023.0,40.7717807,-73.9791936,"(40.7717807, -73.9791936)",CENTRAL PARK WEST,WEST 65 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,TAXI,SPORT UTILITY / STATION WAGON,,,
3404535,03/13/2016,3:03,MANHATTAN,10012.0,40.7242353,-73.9977848,"(40.7242353, -73.9977848)",BROADWAY,PRINCE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,TAXI,TAXI,,,
3404550,03/13/2016,3:12,MANHATTAN,10001.0,40.749638,-73.99903640000001,"(40.749638, -73.9990364)",9 AVENUE,WEST 28 STREET,,0,0,0,0,0,0,0,0,Steering Failure,Unspecified,Unspecified,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3404874,03/13/2016,3:15,QUEENS,11429.0,40.709668799999996,-73.7448566,"(40.7096688, -73.7448566)",213 STREET,HOLLIS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,UNKNOWN,,,
3404999,03/13/2016,3:15,QUEENS,11105.0,40.7786638,-73.9094578,"(40.7786638, -73.9094578)",21 AVENUE,29 STREET,,1,0,0,0,0,0,1,0,Alcohol Involvement,Alcohol Involvement,Unspecified,,,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3404897,03/13/2016,3:30,QUEENS,11377.0,40.7458297,-73.90109720000001,"(40.7458297, -73.9010972)",63 STREET,ROOSEVELT AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,LIVERY VEHICLE,SPORT UTILITY / STATION WAGON,,,
3404815,03/13/2016,3:35,BROOKLYN,11205.0,40.6913292,-73.95175920000001,"(40.6913292, -73.9517592)",NOSTRAND AVENUE,DEKALB AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404802,03/13/2016,3:39,BROOKLYN,11215.0,40.675942,-73.97927759999999,"(40.675942, -73.9792776)",,,722 UNION STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,PASSENGER VEHICLE,UNKNOWN,PASSENGER VEHICLE,,
3404577,03/13/2016,3:51,MANHATTAN,10016.0,40.7454414,-73.9753944,"(40.7454414, -73.9753944)",EAST 35 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,TAXI,TAXI,,,
3404834,03/13/2016,4:00,BROOKLYN,11201.0,40.696034600000004,-73.9845292,"(40.6960346, -73.9845292)",TILLARY STREET,FLATBUSH AVENUE EXTENSION,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404837,03/13/2016,4:10,BROOKLYN,11201.0,40.6899325,-73.9814728,"(40.6899325, -73.9814728)",FLATBUSH AVENUE EXTENSION,DEKALB AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
3404827,03/13/2016,14:43,BROOKLYN,11221.0,40.6938623,-73.92970229999999,"(40.6938623, -73.9297023)",DEKALB AVENUE,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
3404618,03/13/2016,14:41,,,,,,EAST 125 STREET,1 AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404949,03/13/2016,19:55,QUEENS,11412.0,40.690920899999995,-73.7622912,"(40.6909209, -73.7622912)",FARMERS BOULEVARD,BAISLEY BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404635,03/13/2016,13:20,MANHATTAN,10034.0,40.858912700000005,-73.9229593,"(40.8589127, -73.9229593)",10 AVENUE,DYCKMAN STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Fatigued/Drowsy,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
3404698,03/13/2016,0:05,,,,,,CONNER STREET,NEW ENGLAND THRUWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404918,03/13/2016,14:40,,,40.781856899999994,-73.8252243,"(40.7818569, -73.8252243)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,SPORT UTILITY / STATION WAGON,VAN,,,
3405097,03/13/2016,14:37,BROOKLYN,11213.0,40.6660219,-73.9294613,"(40.6660219, -73.9294613)",FORD STREET,CARROLL STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,SPORT UTILITY / STATION WAGON,,,,
3404913,03/13/2016,14:30,,,,,,,,PARKING LOT 40-24 COLLEGE PT BLVD,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
3404794,03/13/2016,14:30,BROOKLYN,11215.0,40.6627428,-73.9817291,"(40.6627428, -73.9817291)",14 STREET,8 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404848,03/13/2016,14:30,BROOKLYN,11211.0,40.715582399999995,-73.9601394,"(40.7155824, -73.9601394)",BEDFORD AVENUE,NORTH 3 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404778,03/13/2016,12:40,BROOKLYN,11212.0,40.675207,-73.90438879999999,"(40.675207, -73.9043888)",EAST NEW YORK AVENUE,JUNIUS STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404741,03/13/2016,12:41,BROOKLYN,11219.0,40.6339046,-73.9932842,"(40.6339046, -73.9932842)",51 STREET,13 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
3404711,03/13/2016,14:28,BRONX,10463.0,40.8766407,-73.90137990000001,"(40.8766407, -73.9013799)",KINGSBRIDGE TERRACE,ALBANY CRESCENT,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,TAXI,PASSENGER VEHICLE,,,
3404562,03/13/2016,13:36,MANHATTAN,10009.0,40.7349628,-73.9797897,"(40.7349628, -73.9797897)",1 AVENUE,EAST 20 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404582,03/13/2016,12:45,MANHATTAN,10036.0,40.7573878,-73.9822554,"(40.7573878, -73.9822554)",WEST 46 STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,UNKNOWN,,,
3405034,03/13/2016,14:25,,,,,,BRADLEY AVENUE,BRIELLE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
3405062,03/13/2016,14:23,,,40.8354859,-73.9493936,"(40.8354859, -73.9493936)",,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404684,03/13/2016,14:20,,,40.8638074,-73.8257546,"(40.8638074, -73.8257546)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404776,03/13/2016,14:20,BROOKLYN,11212.0,40.6624125,-73.90985699999999,"(40.6624125, -73.909857)",CHESTER STREET,LIVONIA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,UNKNOWN,,,
3404998,03/13/2016,18:00,QUEENS,11103.0,40.759725,-73.9205977,"(40.759725, -73.9205977)",37 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
3405111,03/13/2016,17:58,BROOKLYN,11221.0,40.6964431,-73.9222707,"(40.6964431, -73.9222707)",CENTRAL AVENUE,HARMAN STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
3404925,03/13/2016,17:53,,,40.7426801,-73.83950990000001,"(40.7426801, -73.8395099)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
3404536,03/13/2016,17:47,MANHATTAN,10013.0,40.7237466,-74.0061151,"(40.7237466, -74.0061151)",WATTS STREET,VARICK STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3405154,03/13/2016,17:40,QUEENS,11373.0,40.7367523,-73.87767020000001,"(40.7367523, -73.8776702)",QUEENS BOULEVARD,BROADWAY,,0,0,0,0,0,0,0,0,Prescription Medication,Driver Inattention/Distraction,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
3404563,03/13/2016,17:40,MANHATTAN,10010.0,40.7401843,-73.986363,"(40.7401843, -73.986363)",PARK AVENUE SOUTH,EAST 23 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,TAXI,BUS,,,
3405141,03/13/2016,17:36,,,,,,,,PARKING LOT OF 61-11 188 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
