UNIQUE KEY,DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
3405138,03/13/2016,17:35,,,40.709788399999994,-73.7275679,"(40.7097884, -73.7275679)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3405113,03/13/2016,17:30,,,40.7008398,-73.9949394,"(40.7008398, -73.9949394)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
3405066,03/13/2016,17:30,BRONX,10461.0,40.835827200000004,-73.828799,"(40.8358272, -73.828799)",EDISON AVENUE,BAISLEY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
3404596,03/13/2016,17:25,MANHATTAN,10075.0,40.7713904,-73.9504303,"(40.7713904, -73.9504303)",EAST 79 STREET,YORK AVENUE,,2,0,0,0,1,0,1,0,Traffic Control Disregarded,Lost Consciousness,,,,MOTORCYCLE,BICYCLE,,,
3404862,03/13/2016,16:50,QUEENS,11435.0,40.6908652,-73.80251949999999,"(40.6908652, -73.8025195)",LAKEWOOD AVENUE,PRINCETON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
3404791,03/13/2016,16:45,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3405172,03/13/2016,16:40,,,,,,,,P/L OF 985 RICHMOND AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
3404620,03/13/2016,16:30,,,40.8159356,-73.96371450000001,"(40.8159356, -73.9637145)",,,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3405158,03/13/2016,16:30,,,40.746933399999996,-73.8486506,"(40.7469334, -73.8486506)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
3404895,03/13/2016,16:30,QUEENS,11366.0,40.7255524,-73.8066524,"(40.7255524, -73.8066524)",162 STREET,76 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
3405082,03/13/2016,16:30,BROOKLYN,11234.0,40.6162948,-73.92989920000001,"(40.6162948, -73.9298992)",FLATBUSH AVENUE,AVENUE R,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
3404671,03/13/2016,16:20,BRONX,10452.0,40.8396059,-73.9181388,"(40.8396059, -73.9181388)",JEROME AVENUE,ELLIOT PLACE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Turning Improperly,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
3404672,03/13/2016,16:10,BRONX,10452.0,40.8450614,-73.9130865,"(40.8450614, -73.9130865)",EAST 174 STREET,TOWNSEND AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
3404662,03/13/2016,16:05,BRONX,10473.0,40.8254564,-73.8495297,"(40.8254564, -73.8495297)",STORY AVENUE,CASTLEHILL AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,TAXI,PASSENGER VEHICLE,,,
3404861,03/13/2016,16:00,,,,,,JAMAICA AVENUE,148 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Lost Consciousness,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
3404948,03/13/2016,16:00,QUEENS,11413.0,40.67217410000001,-73.7610205,"(40.6721741, -73.7610205)",BEDELL STREET,140 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
3404723,03/13/2016,13:55,BROOKLYN,11204.0,40.6102189,-73.9839621,"(40.6102189, -73.9839621)",WEST 10 STREET,AVENUE O,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404632,03/13/2016,13:50,MANHATTAN,10032.0,40.8416802,-73.93933320000001,"(40.8416802, -73.9393332)",WEST 169 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3405025,03/13/2016,13:45,QUEENS,11372.0,40.74822329999999,-73.8783421,"(40.7482233, -73.8783421)",88 STREET,ROOSEVELT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,,,,,
3404610,03/13/2016,13:45,MANHATTAN,10029.0,40.796797,-73.9471753,"(40.796797, -73.9471753)",MADISON AVENUE,EAST 111 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES),,,
3404561,03/13/2016,13:45,MANHATTAN,10009.0,40.732593,-73.9744105,"(40.732593, -73.9744105)",AVENUE C,EAST 20 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404643,03/13/2016,13:45,BRONX,10454.0,40.81226470000001,-73.9205856,"(40.8122647, -73.9205856)",EAST 143 STREET,WILLIS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
3405090,03/13/2016,13:43,BROOKLYN,11220.0,40.6339615,-74.0147538,"(40.6339615, -74.0147538)",7 AVENUE,65 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Traffic Control Disregarded,,,,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
3405173,03/13/2016,19:55,,,,,,GOETHALS ROAD NORTH,FOREST AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,PASSENGER VEHICLE,,,,
3404732,03/13/2016,12:50,BROOKLYN,11234.0,40.6261304,-73.9228065,"(40.6261304, -73.9228065)",AVENUE K,EAST 55 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
3404937,03/13/2016,4:25,,,40.7445743,-73.7315637,"(40.7445743, -73.7315637)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,VAN,,,
3405110,03/13/2016,13:42,BROOKLYN,11237.0,40.7071825,-73.9210571,"(40.7071825, -73.9210571)",ST NICHOLAS AVENUE,STARR STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,SMALL COM VEH(4 TIRES),UNKNOWN,,,
3404739,03/13/2016,13:40,BROOKLYN,11230.0,40.61998320000001,-73.96426690000001,"(40.6199832, -73.9642669)",CONEY ISLAND AVENUE,AVENUE L,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
3404804,03/13/2016,13:40,BROOKLYN,11215.0,40.673975,-73.9856988,"(40.673975, -73.9856988)",4 AVENUE,3 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,OTHER,OTHER,,,
3404845,03/13/2016,4:30,BROOKLYN,11249.0,40.720845600000004,-73.95662970000001,"(40.7208456, -73.9566297)",NORTH 11 STREET,BERRY STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3405063,03/13/2016,4:30,MANHATTAN,10034.0,40.8655357,-73.9272684,"(40.8655357, -73.9272684)",DYCKMAN STREET,BROADWAY,,0,0,0,0,0,0,0,0,Other Electronic Device,Other Electronic Device,Other Electronic Device,Other Electronic Device,,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
3404945,03/13/2016,4:30,QUEENS,11412.0,40.6980217,-73.7622947,"(40.6980217, -73.7622947)",FARMERS BOULEVARD,MURDOCK AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
3404754,03/13/2016,4:40,BROOKLYN,11220.0,40.6334692,-74.0210119,"(40.6334692, -74.0210119)",BAY RIDGE AVENUE,5 AVENUE,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404609,03/13/2016,4:45,MANHATTAN,10029.0,40.79745,-73.9467017,"(40.79745, -73.9467017)",EAST 112 STREET,MADISON AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,UNKNOWN,,,,
3404659,03/13/2016,4:46,,,,,,CASTLE HILL AVENUE,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,LIVERY VEHICLE,PASSENGER VEHICLE,,,
3404777,03/13/2016,14:14,BROOKLYN,11233.0,40.6747232,-73.9103235,"(40.6747232, -73.9103235)",,,2333 DEAN STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,OTHER,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
3404789,03/13/2016,4:49,,,40.6806961,-74.0029655,"(40.6806961, -74.0029655)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404540,03/13/2016,4:50,MANHATTAN,10013.0,40.7184302,-74.0005303,"(40.7184302, -74.0005303)",CANAL STREET,LAFAYETTE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,TAXI,UNKNOWN,,,
3404792,03/13/2016,4:54,BROOKLYN,11216.0,40.67750170000001,-73.94699940000001,"(40.6775017, -73.9469994)",PACIFIC STREET,NEW YORK AVENUE,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
3404916,03/13/2016,13:15,QUEENS,11354.0,40.7643501,-73.8259432,"(40.7643501, -73.8259432)",BOWNE STREET,NORTHERN BOULEVARD,,1,0,1,0,0,0,0,0,Unspecified,,,,,PASSENGER VEHICLE,,,,
3404825,03/13/2016,5:00,BROOKLYN,11221.0,40.6972977,-73.9237771,"(40.6972977, -73.9237771)",CENTRAL AVENUE,STANHOPE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,OTHER,OTHER,OTHER,UNKNOWN,
3405152,03/13/2016,5:00,,,,,,SHEA ROAD,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,SPORT UTILITY / STATION WAGON,,,,
3404571,03/13/2016,12:50,MANHATTAN,10018.0,40.7535158,-73.9887858,"(40.7535158, -73.9887858)",WEST 38 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
3405115,03/13/2016,5:01,BROOKLYN,11211.0,40.71390039999999,-73.9616807,"(40.7139004, -73.9616807)",BEDFORD AVENUE,SOUTH 1 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,LIVERY VEHICLE,LIVERY VEHICLE,,,
